"account_id","customer_id","product_id","account_number","join_date","maturity_date","contract_months","deposit_amount","monthly_amount","current_balance","account_status","applied_rate","created_at"
347,252,4,"280-910044-00347",2021-08-01,2023-07-01,23,,347865,8000895,MATURED,3.27,2012-05-21
348,253,1,"280-910044-00348",2016-12-03,2018-01-03,13,25769644,,25769644,MATURED,1.99,2014-05-21
351,254,5,"280-910044-00351",2018-06-25,2019-06-25,12,,300000,3600000,MATURED,2.50,2009-05-22
350,254,5,"280-910044-00350",2021-12-24,2022-12-24,12,,300000,3600000,MATURED,3.03,2009-05-22
349,254,5,"280-910044-00349",2019-04-03,2020-04-03,12,,123672,1484064,MATURED,2.96,2023-05-19
354,255,7,"280-910044-00354",2018-06-28,2019-02-28,8,,234403,1875224,MATURED,4.44,2009-05-22
353,255,7,"280-910044-00353",2017-05-10,2017-09-10,4,,300000,1200000,MATURED,6.74,2024-05-18
352,255,7,"280-910044-00352",2020-06-14,2021-07-14,13,,300000,3900000,MATURED,9.43,2021-05-19
357,256,10,"280-910044-00357",2017-11-25,2022-03-25,52,37533956,,37533956,MATURED,1.98,2017-05-20
356,256,10,"280-910044-00356",2017-10-22,2020-04-22,30,43871298,,43871298,MATURED,1.92,2017-05-20
355,256,10,"280-910044-00355",2018-07-12,2023-02-12,55,32746250,,32746250,MATURED,1.87,2020-05-19
359,257,9,"280-910044-00359",2023-06-15,2024-08-15,14,,359460,5032440,MATURED,2.72,2014-05-21
358,257,9,"280-910044-00358",2025-11-09,2027-07-09,20,,828411,4970466,ACTIVE,2.69,2019-05-20
360,258,7,"280-910044-00360",2022-04-25,2023-08-25,16,,53405,854480,MATURED,6.28,2025-05-18
363,259,4,"280-910044-00363",2022-05-19,2025-05-19,36,,143357,5160852,MATURED,2.92,2025-05-18
362,259,4,"280-910044-00362",2022-05-19,2022-12-19,7,,161453,1130171,MATURED,2.92,2022-05-19
361,259,4,"280-910044-00361",2022-05-19,2026-01-19,44,,242213,10657372,MATURED,3.31,2022-05-19
368,260,8,"280-910044-00368",2016-09-19,2019-09-19,36,,300000,10800000,MATURED,5.90,2001-05-24
367,260,8,"280-910044-00367",2025-05-31,2028-05-31,36,,300000,3300000,ACTIVE,5.97,2025-05-18
366,260,8,"280-910044-00366",2018-05-31,2021-05-31,36,,300000,10800000,MATURED,5.55,2021-05-19
365,260,8,"280-910044-00365",2017-09-25,2020-09-25,36,,300000,10800000,MATURED,5.97,2010-05-22
370,261,8,"280-910044-00370",2019-02-25,2022-02-25,36,,300000,10800000,MATURED,5.70,2008-05-22
369,261,8,"280-910044-00369",2019-08-26,2022-08-26,36,,300000,10800000,MATURED,5.78,2010-05-22
372,262,8,"280-910044-00372",2025-05-18,2028-05-18,36,,300000,3600000,ACTIVE,5.92,2025-05-18
371,262,8,"280-910044-00371",2025-05-18,2028-05-18,36,,300000,3600000,ACTIVE,5.84,2025-05-18
374,263,8,"280-910044-00374",2016-08-22,2019-08-22,36,,300000,10800000,MATURED,5.95,2016-05-20
373,263,8,"280-910044-00373",2020-03-09,2023-03-09,36,,300000,10800000,MATURED,5.55,2021-05-19
377,264,4,"280-910044-00377",2024-05-18,2028-05-18,48,,429957,10318968,ACTIVE,2.26,2024-05-18
376,264,4,"280-910044-00376",2025-12-12,2028-05-12,29,,441640,2208200,ACTIVE,2.59,2025-05-18
375,264,4,"280-910044-00375",2025-02-27,2030-09-27,67,,179534,2513476,ACTIVE,2.96,2024-05-18
380,265,8,"280-910044-00380",2023-02-22,2026-02-22,36,,204195,7351020,MATURED,5.87,2021-05-19
379,265,8,"280-910044-00379",2020-02-29,2023-02-28,36,,182119,6556284,MATURED,5.76,2021-05-19
378,265,8,"280-910044-00378",2019-09-26,2022-09-26,36,,247223,8900028,MATURED,5.51,2020-05-19
382,266,9,"280-910044-00382",2020-05-19,2021-06-19,13,,162414,2111382,MATURED,2.62,2020-05-19
381,266,9,"280-910044-00381",2025-06-22,2027-08-22,26,,938087,10318957,CLOSED,2.52,2020-05-19
384,267,9,"280-910044-00384",2023-07-07,2025-06-07,23,,92519,2127937,MATURED,2.57,2025-05-18
383,267,9,"280-910044-00383",2019-05-20,2019-12-20,7,,58309,408163,MATURED,2.37,2024-05-18
385,268,10,"280-910044-00385",2024-08-28,2027-09-28,37,33279100,,33279100,ACTIVE,1.44,2018-05-20
388,269,4,"280-910044-00388",2017-02-04,2019-02-04,24,,315072,7561728,MATURED,2.88,2003-05-24
387,269,4,"280-910044-00387",2020-05-02,2025-03-02,58,,332255,19270790,MATURED,2.40,2018-05-20
386,269,4,"280-910044-00386",2020-08-18,2022-03-18,19,,241560,4589640,MATURED,3.24,2003-05-24
392,270,8,"280-910044-00392",2018-03-22,2021-03-22,36,,100000,3600000,MATURED,5.80,2021-05-19
391,270,8,"280-910044-00391",2018-01-19,2021-01-19,36,,159702,5749272,MATURED,5.93,2021-05-19
393,271,2,"280-910044-00393",2022-06-10,2026-11-10,53,,200000,9400000,ACTIVE,3.83,2022-05-19
395,272,9,"280-910044-00395",2018-05-20,2019-07-20,14,,636154,8906156,MATURED,2.43,2021-05-19
394,272,9,"280-910044-00394",2022-07-04,2024-11-04,28,,821383,22998724,MATURED,2.40,2018-05-20
396,273,8,"280-910044-00396",2026-04-06,2029-04-06,36,,300000,300000,ACTIVE,5.61,2018-05-20
398,274,3,"280-910044-00398",2025-05-19,2027-06-19,25,,849436,10193232,ACTIVE,1.96,2011-05-22
397,274,3,"280-910044-00397",2020-09-02,2023-03-02,30,,368526,11055780,MATURED,1.53,2012-05-21
399,275,4,"280-910044-00399",2019-02-08,2024-09-08,67,,918441,61535547,MATURED,2.18,2017-05-20
402,276,2,"280-910044-00402",2021-05-19,2024-06-19,37,,167697,6204789,MATURED,4.84,2023-05-19
401,276,2,"280-910044-00401",2021-05-19,2023-12-19,31,,200000,6200000,MATURED,4.08,2021-05-19
400,276,2,"280-910044-00400",2022-02-28,2024-10-28,32,,200000,6400000,MATURED,4.35,2021-05-19
404,277,4,"280-910044-00404",2025-05-18,2028-03-18,34,,222828,2673936,ACTIVE,3.16,2025-05-18
403,277,4,"280-910044-00403",2025-05-18,2030-11-18,66,,117911,1414932,ACTIVE,2.98,2025-05-18
406,278,7,"280-910044-00406",2026-03-31,2026-11-30,8,,300000,300000,ACTIVE,6.24,2009-05-22
405,278,7,"280-910044-00405",2023-01-20,2023-11-20,10,,300000,3000000,MATURED,4.13,2017-05-20
409,279,3,"280-910044-00409",2023-03-20,2025-08-20,29,,203016,5887464,MATURED,2.41,2022-05-19
408,279,3,"280-910044-00408",2020-05-19,2022-11-19,30,,206724,6201720,MATURED,3.25,2025-05-18
407,279,3,"280-910044-00407",2021-12-02,2025-09-02,45,,437813,19701585,MATURED,1.90,2020-05-19
412,280,6,"280-910044-00412",2023-06-02,2024-06-02,12,,350400,4204800,MATURED,3.50,2014-05-21
413,281,1,"280-910044-00413",2022-05-19,2025-01-19,32,6971570,,6971570,MATURED,2.02,2022-05-19
415,282,8,"280-910044-00415",2024-06-08,2027-06-08,36,,300000,6900000,ACTIVE,5.84,2023-05-19
414,282,8,"280-910044-00414",2020-07-07,2023-07-07,36,,300000,10800000,MATURED,5.77,2023-05-19
416,283,2,"280-910044-00416",2023-01-14,2026-06-14,41,,200000,8000000,ACTIVE,4.76,2013-05-21
419,284,8,"280-910044-00419",2025-05-01,2028-05-01,36,,300000,3600000,ACTIVE,5.86,2020-05-19
418,284,8,"280-910044-00418",2022-11-22,2025-11-22,36,,300000,10800000,MATURED,5.51,2020-05-19
417,284,8,"280-910044-00417",2020-05-19,2023-05-19,36,,300000,10800000,MATURED,5.81,2024-05-18
421,285,1,"280-910044-00421",2021-10-28,2024-02-28,28,19370308,,19370308,MATURED,1.96,2008-05-22
420,285,1,"280-910044-00420",2024-11-30,2025-10-30,11,49505371,,49505371,MATURED,1.82,2025-05-18
422,286,10,"280-910044-00422",2022-07-10,2025-10-10,39,41399889,,41399889,MATURED,2.12,2016-05-20
423,287,8,"280-910044-00423",2020-05-19,2023-05-19,36,,215916,7772976,MATURED,5.72,2020-05-19
424,288,3,"280-910044-00424",2019-05-20,2021-01-20,20,,356195,7123900,MATURED,2.53,2019-05-20
426,289,10,"280-910044-00426",2019-01-26,2021-06-26,29,46676103,,46676103,MATURED,2.10,2025-05-18
425,289,10,"280-910044-00425",2017-12-19,2022-06-19,54,45214968,,45214968,MATURED,1.42,2005-05-23
430,290,10,"280-910044-00430",2025-03-24,2027-05-24,26,38264067,,38264067,ACTIVE,1.82,2009-05-22
429,290,10,"280-910044-00429",2016-07-01,2016-08-01,1,7051768,,7051768,MATURED,1.99,2016-05-20
428,290,10,"280-910044-00428",2021-05-18,2022-02-18,9,38371007,,38371007,MATURED,1.58,2012-05-21
432,291,4,"280-910044-00432",2026-02-22,2030-01-22,47,,676963,1353926,ACTIVE,3.19,2017-05-20
431,291,4,"280-910044-00431",2023-10-11,2028-04-11,54,,621877,19278187,ACTIVE,2.50,2013-05-21
436,292,8,"280-910044-00436",2020-03-01,2023-03-01,36,,105260,3789360,MATURED,5.94,2018-05-20
435,292,8,"280-910044-00435",2019-07-18,2022-07-18,36,,161618,5818248,MATURED,5.61,2024-05-18
434,292,8,"280-910044-00434",2016-10-20,2019-10-20,36,,189607,6825852,MATURED,5.62,2018-05-20
433,292,8,"280-910044-00433",2021-06-12,2024-06-12,36,,231265,8325540,MATURED,5.68,2024-05-18
439,293,7,"280-910044-00439",2020-05-19,2021-04-19,11,,226166,2487826,MATURED,10.13,2020-05-19
438,293,7,"280-910044-00438",2020-05-19,2021-01-19,8,,172955,1383640,MATURED,10.35,2020-05-19
437,293,7,"280-910044-00437",2021-09-13,2023-07-13,22,,154870,3407140,MATURED,4.72,2023-05-19
441,294,7,"280-910044-00441",2025-12-11,2026-09-11,9,,300000,1500000,ACTIVE,4.18,2015-05-21
440,294,7,"280-910044-00440",2019-06-14,2020-03-14,9,,245679,2211111,MATURED,7.07,2020-05-19
443,295,9,"280-910044-00443",2017-03-22,2017-10-22,7,,300777,2105439,MATURED,2.57,2020-05-19
442,295,9,"280-910044-00442",2025-11-29,2027-10-29,23,,423060,2115300,ACTIVE,2.49,2023-05-19
445,296,10,"280-910044-00445",2019-11-30,2020-03-30,4,16553578,,16553578,MATURED,2.19,2008-05-22
444,296,10,"280-910044-00444",2022-01-29,2026-08-29,55,24262103,,24262103,ACTIVE,1.48,2020-05-19
448,297,1,"280-910044-00448",2025-10-10,2027-04-10,18,4081385,,4081385,ACTIVE,1.85,2012-05-21
447,297,1,"280-910044-00447",2016-10-13,2017-06-13,8,33896737,,33896737,MATURED,2.13,2006-05-23
446,297,1,"280-910044-00446",2021-11-14,2024-08-14,33,18670535,,18670535,MATURED,2.12,2004-05-23
450,298,8,"280-910044-00450",2017-03-12,2020-03-12,36,,300000,10800000,MATURED,5.54,2013-05-21
449,298,8,"280-910044-00449",2024-12-08,2027-12-08,36,,300000,5100000,ACTIVE,5.80,2013-05-21
452,299,9,"280-910044-00452",2023-12-10,2026-12-10,36,,54983,1594507,ACTIVE,2.38,2023-05-19
451,299,9,"280-910044-00451",2023-05-19,2024-11-19,18,,114060,2053080,MATURED,2.71,2023-05-19
458,300,1,"280-910044-00458",2025-05-21,2027-07-21,26,24607883,,24607883,CLOSED,1.97,2025-05-18
457,300,1,"280-910044-00457",2025-12-23,2026-03-23,3,3459771,,3459771,MATURED,1.89,2025-05-18
